frameID,eventType,player1Position,player2Position,ballPosition,speed
1053,,"[4.8, 46.3, 0.0]","[-5.94, -50.07, 0.0]",,
1054,,"[4.6, 46.3, 0.0]","[21.6, -3.68, 0.0]",,
1055,,"[4.5, 46.3, 0.0]","[-6.36, -50.07, 0.0]",,
1056,,"[4.4, 46.3, 0.0]","[-7.0, -50.06, 0.0]",,
1057,,"[4.3, 46.3, 0.0]","[-7.32, -50.06, 0.0]",,
1058,,"[3.5, 46.3, 0.0]","[-7.42, -50.06, 0.0]",,
1059,,"[3.3, 46.3, 0.0]","[-7.74, -50.06, 0.0]",,
1060,,"[3.6, 46.3, 0.0]","[-8.16, -50.06, 0.0]",,
1061,,"[4.2, 46.3, 0.0]","[-8.59, -50.06, 0.0]",,
1062,,"[4.3, 46.3, 0.0]","[-9.01, -50.06, 0.0]",,
1063,,"[4.4, 46.3, 0.0]","[-9.54, -50.06, 0.0]",,
1064,,"[4.3, 46.3, 0.0]","[-10.39, -50.05, 0.0]",,
1065,,"[4.9, 46.3, 0.0]","[-10.39, -50.05, 0.0]",,
1066,,"[4.9, 46.3, 0.0]","[-11.03, -50.05, 0.0]",,
1067,,"[4.8, 46.3, 0.0]","[-11.13, -50.05, 0.0]",,
1068,,"[4.6, 46.3, 0.0]","[-11.35, -50.05, 0.0]",,
1069,,"[4.5, 46.3, 0.0]","[-11.6, -51.74, 0.0]",,
1070,,"[4.5, 46.3, 0.0]","[-11.93, -51.74, 0.0]",,
1071,,"[4.5, 46.3, 0.0]","[-12.04, -51.74, 0.0]",,
1072,,"[4.5, 46.3, 0.0]","[-12.36, -51.74, 0.0]",,
1073,,"[4.4, 46.3, 0.0]","[-12.57, -51.74, 0.0]",,
1074,,"[4.3, 46.3, 0.0]","[-12.79, -51.74, 0.0]",,
1075,,"[4.3, 46.3, 0.0]","[-13.11, -51.74, 0.0]",,
1076,,"[4.4, 46.3, 0.0]","[-13.54, -51.74, 0.0]",,
1077,,"[4.5, 46.3, 0.0]","[-13.44, -51.74, 0.0]",,
1078,,"[4.5, 46.3, 0.0]","[-13.65, -51.74, 0.0]",,
1079,,"[4.5, 46.3, 0.0]","[-13.87, -51.74, 0.0]",,
1080,,"[4.5, 46.3, 0.0]","[-13.97, -51.74, 0.0]",,
1081,,"[4.7, 46.3, 0.0]","[-14.08, -51.74, 0.0]",,
1082,,"[4.8, 46.3, 0.0]","[-14.19, -51.74, 0.0]",,
1083,NoRally,"[4.8, 46.3, 0.0]","[-14.3, -51.74, 0.0]",,
1084,NoRally,"[5.1, 46.3, 0.0]","[-14.51, -51.74, 0.0]",,
1085,NoRally,"[5.3, 46.3, 0.0]","[-14.62, -51.74, 0.0]",,
1086,NoRally,"[5.4, 46.3, 0.0]","[-14.94, -51.73, 0.0]",,
1087,NoRally,"[5.5, 46.3, 0.0]","[-15.05, -51.73, 0.0]",,
1088,NoRally,"[5.6, 46.3, 0.0]","[-15.48, -51.73, 0.0]",,
1089,NoRally,"[5.6, 46.3, 0.0]","[-15.81, -51.73, 0.0]",,
1090,NoRally,"[5.5, 46.3, 0.0]","[-15.91, -51.73, 0.0]",,
1091,NoRally,"[5.5, 46.3, 0.0]","[-16.35, -53.48, 0.0]",,
1092,NoRally,"[5.3, 46.3, 0.0]","[-16.13, -51.73, 0.0]",,
1093,NoRally,"[5.1, 46.3, 0.0]","[-16.46, -53.48, 0.0]",,
1094,NoRally,"[5.0, 46.3, 0.0]","[-16.68, -53.48, 0.0]",,
1095,NoRally,"[4.8, 46.3, 0.0]","[-16.56, -51.73, 0.0]",,
1096,NoRally,"[4.7, 46.3, 0.0]","[-16.67, -51.73, 0.0]",,
1097,NoRally,"[4.6, 46.3, 0.0]","[-16.78, -51.73, 0.0]",,
1098,NoRally,"[4.4, 46.3, 0.0]","[-17.12, -53.47, 0.0]",,
1099,NoRally,"[4.3, 46.3, 0.0]","[-17.23, -53.47, 0.0]",,
1100,NoRally,"[4.3, 46.3, 0.0]","[-17.34, -53.47, 0.0]",,
1101,NoRally,"[4.4, 46.3, 0.0]","[-17.67, -53.47, 0.0]",,
1102,NoRally,"[4.3, 46.3, 0.0]","[-17.67, -53.47, 0.0]",,
1103,NoRally,"[4.2, 46.3, 0.0]","[-17.64, -51.73, 0.0]",,
1104,NoRally,"[4.1, 46.3, 0.0]","[-18.1, -53.47, 0.0]",,
1105,NoRally,"[3.9, 46.3, 0.0]","[-18.1, -53.47, 0.0]",,
1106,NoRally,"[3.7, 46.3, 0.0]","[-18.21, -53.47, 0.0]",,
1107,NoRally,"[3.5, 46.3, 0.0]","[-18.32, -53.47, 0.0]",,
1108,NoRally,"[3.3, 46.3, 0.0]","[-18.69, -55.27, 0.0]",,
1109,NoRally,"[3.1, 46.3, 0.0]","[-19.19, -57.12, 0.0]",,
1110,NoRally,"[2.9, 46.3, 0.0]","[-18.61, -51.72, 0.0]",,
1111,NoRally,"[2.7, 46.3, 0.0]","[-19.52, -57.12, 0.0]",,
1112,NoRally,"[2.6, 46.3, 0.0]","[-19.41, -57.12, 0.0]",,
1113,NoRally,"[2.4, 46.3, 0.0]","[-19.36, -55.27, 0.0]",,
1114,NoRally,"[2.3, 46.3, 0.0]","[-19.47, -55.27, 0.0]",,
1115,NoRally,"[2.2, 46.3, 0.0]","[-19.58, -55.27, 0.0]",,
1116,NoRally,"[2.1, 46.3, 0.0]","[-19.69, -55.27, 0.0]",,
1117,NoRally,"[1.9, 46.3, 0.0]","[-20.02, -55.27, 0.0]",,
1118,NoRally,"[1.7, 46.3, 0.0]","[-20.14, -55.27, 0.0]",,
1119,NoRally,"[1.6, 46.3, 0.0]","[-20.25, -55.26, 0.0]",,
1120,NoRally,"[1.5, 46.3, 0.0]","[-20.47, -55.26, 0.0]",,
1121,NoRally,"[1.5, 46.3, 0.0]","[-20.8, -55.26, 0.0]",,
1122,NoRally,"[1.5, 46.3, 0.0]","[-20.8, -55.26, 0.0]",,
1123,NoRally,"[1.4, 46.3, 0.0]","[-20.44, -51.72, 0.0]",,
1124,NoRally,"[1.3, 46.3, 0.0]","[-20.84, -53.46, 0.0]",,
1125,NoRally,"[1.2, 46.3, 0.0]","[-21.14, -55.26, 0.0]",,
1126,NoRally,"[1.1, 46.3, 0.0]","[-21.36, -55.26, 0.0]",,
1127,NoRally,"[1.0, 46.3, 0.0]","[-21.58, -55.26, 0.0]",,
1128,NoRally,"[0.9, 46.3, 0.0]","[-21.799999999999997, -55.26, 0.0]",,
1129,NoRally,"[0.8, 46.3, 0.0]","[-22.019999999999996, -55.26, 0.0]",,
1130,NoRally,"[0.7, 46.3, 0.0]","[-22.239999999999995, -55.26, 0.0]",,
1131,NoRally,"[0.7, 46.3, 0.0]","[-22.459999999999994, -55.26, 0.0]",,
1132,NoRally,"[0.6, 46.3, 0.0]","[-22.36, -55.26, 0.0]",,
1133,NoRally,"[0.6, 46.3, 0.0]","[-22.47, -55.26, 0.0]",,
1134,NoRally,"[0.6, 46.3, 0.0]","[-22.47, -55.26, 0.0]",,
1135,NoRally,"[0.4, 46.4, 0.0]","[-21.85, -51.71, 0.0]",,
1136,NoRally,"[0.1, 46.4, 0.0]","[-21.230000000000004, -48.160000000000004, 0.0]",,
1137,NoRally,"[-0.1, 46.4, 0.0]","[-20.610000000000007, -44.61000000000001, 0.0]",,
1138,NoRally,"[-0.5, 46.4, 0.0]","[-19.99000000000001, -41.06000000000001, 0.0]",,
1139,NoRally,"[-1.0, 46.4, 0.0]","[-22.81, -53.46, 0.0]",,
1140,NoRally,"[-1.3, 46.4, 0.0]","[-25.62999999999999, -65.85999999999999, 0.0]",,
1141,NoRally,"[-1.5, 46.4, 0.0]","[-28.449999999999978, -78.25999999999996, 0.0]",,
1142,NoRally,"[-1.7, 46.4, 0.0]","[-31.269999999999968, -90.65999999999994, 0.0]",,
1143,NoRally,"[-2.0, 46.4, 0.0]","[-34.08999999999996, -103.05999999999992, 0.0]",,
1144,NoRally,"[-2.2, 46.4, 0.0]","[-36.909999999999954, -115.4599999999999, 0.0]","(-5.03, 49.31, 3.87)",
1145,NoRally,"[-2.4, 46.4, 0.0]","[-39.72999999999995, -127.85999999999987, 0.0]",,
1146,NoRally,"[-2.6, 46.4, 0.0]","[-42.54999999999994, -140.25999999999985, 0.0]",,
1147,NoRally,"[-2.7, 46.4, 0.0]","[-45.36999999999993, -152.65999999999983, 0.0]",,
1148,NoRally,"[-2.9, 46.4, 0.0]","[-48.18999999999993, -165.0599999999998, 0.0]",,
1149,NoRally,"[-3.1, 46.4, 0.0]","[-51.00999999999992, -177.45999999999978, 0.0]",,
1150,NoRally,"[-3.2, 46.4, 0.0]","[-53.82999999999991, -189.85999999999976, 0.0]",,
1151,NoRally,"[-3.2, 46.4, 0.0]","[-56.649999999999906, -202.25999999999974, 0.0]",,
1152,NoRally,"[-3.2, 46.4, 0.0]","[-59.4699999999999, -214.6599999999997, 0.0]",,
1153,NoRally,"[-3.2, 46.4, 0.0]","[-62.28999999999989, -227.0599999999997, 0.0]",,
1154,NoRally,"[-3.3, 46.4, 0.0]","[-65.10999999999989, -239.45999999999967, 0.0]",,
1155,NoRally,"[-3.4, 46.4, 0.0]","[-67.92999999999988, -251.85999999999964, 0.0]",,
1156,NoRally,"[-3.4, 46.4, 0.0]","[-70.74999999999987, -264.25999999999965, 0.0]",,
1157,NoRally,"[-3.7, 46.4, 0.0]","[-73.56999999999987, -276.6599999999996, 0.0]",,
1158,NoRally,"[-4.0, 46.4, 0.0]","[-76.38999999999986, -289.0599999999996, 0.0]",,
1159,NoRally,"[-4.1, 46.4, 0.0]","[-79.20999999999985, -301.4599999999996, 0.0]",,
1160,NoRally,"[-4.2, 46.4, 0.0]","[-82.02999999999984, -313.85999999999956, 0.0]",,
1161,NoRally,"[-4.2, 46.4, 0.0]","[-84.84999999999984, -326.25999999999954, 0.0]",,
1162,NoRally,"[-4.3, 46.4, 0.0]","[-87.66999999999983, -338.6599999999995, 0.0]",,
1163,NoRally,"[-4.4, 46.4, 0.0]","[-90.48999999999982, -351.0599999999995, 0.0]",,
1164,NoRally,"[-4.5, 46.4, 0.0]","[-93.30999999999982, -363.45999999999947, 0.0]",,
1165,NoRally,"[-4.6, 46.4, 0.0]","[-96.12999999999981, -375.85999999999945, 0.0]",,
1166,NoRally,"[-4.7, 46.4, 0.0]","[-98.9499999999998, -388.2599999999994, 0.0]",,
1167,NoRally,"[-4.9, 46.5, 0.0]","[-101.7699999999998, -400.6599999999994, 0.0]",,
1168,NoRally,"[-5.1, 46.5, 0.0]","[-104.58999999999979, -413.0599999999994, 0.0]",,
1169,NoRally,"[-5.2, 46.5, 0.0]","[-107.40999999999978, -425.45999999999935, 0.0]",,
1170,NoRally,"[-5.5, 46.5, 0.0]","[-110.22999999999978, -437.85999999999933, 0.0]",,
1171,NoRally,"[-5.7, 46.5, 0.0]","[-113.04999999999977, -450.2599999999993, 0.0]",,
1172,NoRally,"[-5.9, 46.5, 0.0]","[-115.86999999999976, -462.6599999999993, 0.0]",,
1173,NoRally,"[-6.1, 46.5, 0.0]","[-118.68999999999976, -475.05999999999926, 0.0]",,
1174,NoRally,"[-6.5, 46.5, 0.0]","[-121.50999999999975, -487.45999999999924, 0.0]",,
1175,NoRally,"[-6.8, 46.5, 0.0]","[-124.32999999999974, -499.8599999999992, 0.0]",,
1176,NoRally,"[-7.0, 46.5, 0.0]","[-127.14999999999974, -512.2599999999992, 0.0]",,
1177,NoRally,"[-7.1, 46.5, 0.0]","[-129.96999999999974, -524.6599999999992, 0.0]",,
1178,NoRally,"[-7.4, 46.5, 0.0]","[-132.78999999999974, -537.0599999999991, 0.0]",,
1179,NoRally,"[-7.8, 46.5, 0.0]","[-135.60999999999973, -549.4599999999991, 0.0]",,
1180,NoRally,"[-8.1, 46.5, 0.0]","[-138.42999999999972, -561.8599999999991, 0.0]",,
1181,NoRally,"[-8.4, 46.5, 0.0]","[-141.24999999999972, -574.2599999999991, 0.0]",,
1182,NoRally,"[-8.7, 46.5, 0.0]","[-144.0699999999997, -586.6599999999991, 0.0]",,
1183,NoRally,"[-9.0, 46.5, 0.0]","[-146.8899999999997, -599.059999999999, 0.0]",,
1184,NoRally,"[-9.2, 46.5, 0.0]","[-149.7099999999997, -611.459999999999, 0.0]",,
1185,NoRally,"[-9.5, 46.5, 0.0]","[-152.5299999999997, -623.859999999999, 0.0]",,
1186,NoRally,"[-9.7, 46.5, 0.0]","[-155.34999999999968, -636.259999999999, 0.0]",,
1187,NoRally,"[-9.9, 46.5, 0.0]","[-158.16999999999967, -648.659999999999, 0.0]",,
1188,NoRally,"[-10.1, 46.5, 0.0]","[-160.98999999999967, -661.0599999999989, 0.0]",,
1189,NoRally,"[-10.3, 46.6, 0.0]","[-163.80999999999966, -673.4599999999989, 0.0]",,
1190,NoRally,"[-10.5, 46.6, 0.0]","[-166.62999999999965, -685.8599999999989, 0.0]",,
1191,NoRally,"[-10.7, 46.6, 0.0]","[-169.44999999999965, -698.2599999999989, 0.0]",,
1192,NoRally,"[-10.9, 46.6, 0.0]","[-172.26999999999964, -710.6599999999988, 0.0]",,
1193,NoRally,"[-11.0, 46.6, 0.0]","[-175.08999999999963, -723.0599999999988, 0.0]",,
1194,NoRally,"[-11.1, 46.6, 0.0]","[-177.90999999999963, -735.4599999999988, 0.0]","[-0.4, -17.4, 0]",
1195,NoRally,"[-11.2, 46.6, 0.0]","[-180.72999999999962, -747.8599999999988, 0.0]",,
1196,NoRally,"[-11.3, 46.6, 0.0]","[-183.5499999999996, -760.2599999999987, 0.0]",,58.93801601692501
1197,NoRally,"[-11.3, 46.6, 0.0]","[-186.3699999999996, -772.6599999999987, 0.0]",,
1198,NoRally,"[-11.4, 46.6, 0.0]","[-189.1899999999996, -785.0599999999987, 0.0]",,
1199,NoRally,"[-11.4, 46.6, 0.0]","[-192.0099999999996, -797.4599999999987, 0.0]",,
1200,NoRally,"[-11.5, 46.6, 0.0]","[-194.8299999999996, -809.8599999999986, 0.0]",,
1201,NoRally,"[-11.5, 46.6, 0.0]","[-197.64999999999958, -822.2599999999986, 0.0]",,
1202,NoRally,"[-11.5, 46.6, 0.0]","[-200.46999999999957, -834.6599999999986, 0.0]",,
1203,NoRally,"[-11.4, 46.6, 0.0]","[-203.28999999999957, -847.0599999999986, 0.0]",,
1204,NoRally,"[-11.3, 46.6, 0.0]","[-206.10999999999956, -859.4599999999986, 0.0]",,
1205,NoRally,"[-11.1, 46.6, 0.0]","[-208.92999999999955, -871.8599999999985, 0.0]",,
1206,NoRally,"[-11.2, 46.6, 0.0]","[-211.74999999999955, -884.2599999999985, 0.0]",,
1207,NoRally,"[-11.3, 46.6, 0.0]","[-214.56999999999954, -896.6599999999985, 0.0]",,
1208,NoRally,"[-11.4, 46.6, 0.0]","[-217.38999999999953, -909.0599999999985, 0.0]",,
1209,NoRally,"[-11.4, 46.6, 0.0]","[-220.20999999999952, -921.4599999999984, 0.0]",,
1210,NoRally,"[-11.6, 46.6, 0.0]","[-223.02999999999952, -933.8599999999984, 0.0]","[-11.7, 46.58, 3.3]",
1211,NoRally,"[-11.7, 46.6, 0.0]","[-225.8499999999995, -946.2599999999984, 0.0]",,
1212,NoRally,"[-11.7, 46.6, 0.0]","[-228.6699999999995, -958.6599999999984, 0.0]",,
1213,NoRally,"[-11.8, 46.6, 0.0]","[-231.4899999999995, -971.0599999999984, 0.0]",,
1214,NoRally,"[-11.8, 46.6, 0.0]","[-234.3099999999995, -983.4599999999983, 0.0]",,
1215,NoRally,"[-11.8, 46.6, 0.0]","[-237.12999999999948, -995.8599999999983, 0.0]",,
1216,NoRally,"[-11.9, 46.6, 0.0]","[-239.94999999999948, -1008.2599999999983, 0.0]",,
1217,NoRally,"[-11.9, 46.6, 0.0]","[-242.76999999999947, -1020.6599999999983, 0.0]",,
1218,NoRally,"[-11.9, 46.6, 0.0]","[-245.58999999999946, -1033.0599999999981, 0.0]",,
1219,NoRally,"[-11.8, 46.6, 0.0]","[-248.40999999999946, -1045.459999999998, 0.0]",,
1220,NoRally,"[-11.8, 46.6, 0.0]","[-251.22999999999945, -1057.8599999999979, 0.0]",,
1221,NoRally,"[-11.7, 46.6, 0.0]","[-254.04999999999944, -1070.2599999999977, 0.0]",,
1222,NoRally,"[-11.7, 46.6, 0.0]","[-256.86999999999944, -1082.6599999999976, 0.0]",,
1223,NoRally,"[-11.7, 46.6, 0.0]","[-259.68999999999943, -1095.0599999999974, 0.0]",,
1224,NoRally,"[-11.7, 46.6, 0.0]","[-262.5099999999994, -1107.4599999999973, 0.0]",,
1225,NoRally,"[-11.7, 46.6, 0.0]","[-265.3299999999994, -1119.8599999999972, 0.0]",,
1226,NoRally,"[-11.7, 46.6, 0.0]","[-268.1499999999994, -1132.259999999997, 0.0]",,
1227,NoRally,"[-11.7, 46.6, 0.0]","[-270.9699999999994, -1144.659999999997, 0.0]",,
1228,NoRally,"[-11.8, 46.6, 0.0]","[-273.7899999999994, -1157.0599999999968, 0.0]",,
1229,NoRally,"[-11.7, 46.6, 0.0]","[-276.6099999999994, -1169.4599999999966, 0.0]",,
1230,NoRally,"[-11.8, 46.6, 0.0]","[-279.4299999999994, -1181.8599999999965, 0.0]",,
1231,NoRally,"[-11.8, 46.6, 0.0]","[-282.2499999999994, -1194.2599999999964, 0.0]",,
1232,NoRally,"[-11.8, 46.6, 0.0]","[-285.06999999999937, -1206.6599999999962, 0.0]",,
1233,NoRally,"[-11.8, 46.6, 0.0]","[-287.88999999999936, -1219.059999999996, 0.0]",,
1234,NoRally,"[-11.8, 46.6, 0.0]","[-290.70999999999935, -1231.459999999996, 0.0]",,
1235,NoRally,"[-11.8, 46.6, 0.0]","[-293.52999999999935, -1243.8599999999958, 0.0]",,
1236,NoRally,"[-11.7, 46.6, 0.0]","[-296.34999999999934, -1256.2599999999957, 0.0]",,
1237,NoRally,"[-11.6, 46.6, 0.0]","[-299.16999999999933, -1268.6599999999955, 0.0]",,
1238,NoRally,"[-11.6, 46.6, 0.0]","[-301.9899999999993, -1281.0599999999954, 0.0]",,
1239,NoRally,"[-11.6, 46.6, 0.0]","[-304.8099999999993, -1293.4599999999953, 0.0]",,
1240,NoRally,"[-11.6, 46.6, 0.0]","[-307.6299999999993, -1305.8599999999951, 0.0]",,
1241,NoRally,"[-11.6, 46.6, 0.0]","[-310.4499999999993, -1318.259999999995, 0.0]",,
1242,NoRally,"[-11.6, 46.6, 0.0]","[-313.2699999999993, -1330.6599999999949, 0.0]",,
1243,NoRally,"[-11.6, 46.6, 0.0]","[-316.0899999999993, -1343.0599999999947, 0.0]",,
1244,NoRally,"[-11.7, 46.6, 0.0]","[-318.9099999999993, -1355.4599999999946, 0.0]",,
1245,NoRally,"[-11.7, 46.6, 0.0]","[-321.7299999999993, -1367.8599999999944, 0.0]",,
1246,NoRally,"[-11.7, 46.6, 0.0]","[-324.5499999999993, -1380.2599999999943, 0.0]",,
1247,NoRally,"[-11.8, 46.6, 0.0]","[-327.36999999999927, -1392.6599999999942, 0.0]",,
1248,NoRally,"[-11.8, 46.6, 0.0]","[-330.18999999999926, -1405.059999999994, 0.0]",,
1249,NoRally,"[-11.8, 46.6, 0.0]","[-333.00999999999925, -1417.459999999994, 0.0]",,
1250,NoRally,"[-11.7, 46.6, 0.0]","[-335.82999999999925, -1429.8599999999938, 0.0]",,
1251,NoRally,"[-11.6, 46.6, 0.0]","[-338.64999999999924, -1442.2599999999936, 0.0]",,
1252,NoRally,"[-11.5, 46.6, 0.0]","[-341.46999999999923, -1454.6599999999935, 0.0]",,
1253,NoRally,"[-11.6, 46.6, 0.0]","[-344.2899999999992, -1467.0599999999934, 0.0]",,
1254,NoRally,"[-11.7, 46.6, 0.0]","[-347.1099999999992, -1479.4599999999932, 0.0]",,
1255,NoRally,"[-11.8, 46.6, 0.0]","[-349.9299999999992, -1491.859999999993, 0.0]",,
1256,NoRally,"[-11.8, 46.6, 0.0]","[-352.7499999999992, -1504.259999999993, 0.0]",,
1257,NoRally,"[-11.9, 46.6, 0.0]","[-355.5699999999992, -1516.6599999999928, 0.0]",,
1258,NoRally,"[-12.1, 46.6, 0.0]","[-358.3899999999992, -1529.0599999999927, 0.0]",,
1259,NoRally,"[-12.3, 46.6, 0.0]","[-361.2099999999992, -1541.4599999999925, 0.0]",,
1260,NoRally,"[-12.4, 46.6, 0.0]","[-364.0299999999992, -1553.8599999999924, 0.0]",,
1261,NoRally,"[-12.4, 46.6, 0.0]","[-366.84999999999917, -1566.2599999999923, 0.0]",,
1262,NoRally,"[-12.3, 46.6, 0.0]","[-369.66999999999916, -1578.6599999999921, 0.0]",,
1263,NoRally,"[-12.3, 46.6, 0.0]","[-372.48999999999916, -1591.059999999992, 0.0]",,
1264,NoRally,"[-12.3, 46.6, 0.0]","[-375.30999999999915, -1603.4599999999919, 0.0]",,
1265,NoRally,"[-12.3, 46.6, 0.0]","[-378.12999999999914, -1615.8599999999917, 0.0]",,
1266,NoRally,"[-12.2, 46.6, 0.0]","[-380.94999999999914, -1628.2599999999916, 0.0]",,
1267,NoRally,"[-12.2, 46.6, 0.0]","[-383.76999999999913, -1640.6599999999914, 0.0]",,
1268,NoRally,"[-12.1, 46.6, 0.0]","[-386.5899999999991, -1653.0599999999913, 0.0]",,
1269,NoRally,"[-12.1, 46.6, 0.0]","[-389.4099999999991, -1665.4599999999912, 0.0]",,
1270,NoRally,"[-12.0, 46.6, 0.0]","[-392.2299999999991, -1677.859999999991, 0.0]",,
1271,NoRally,"[-12.0, 46.6, 0.0]","[-395.0499999999991, -1690.259999999991, 0.0]",,
1272,NoRally,"[-12.0, 46.6, 0.0]","[-397.8699999999991, -1702.6599999999908, 0.0]",,
1273,NoRally,"[-12.1, 46.6, 0.0]","[-400.6899999999991, -1715.0599999999906, 0.0]",,
1274,NoRally,"[-12.2, 46.6, 0.0]","[-403.5099999999991, -1727.4599999999905, 0.0]",,
1275,NoRally,"[-12.3, 46.6, 0.0]","[-406.3299999999991, -1739.8599999999904, 0.0]",,
1276,NoRally,"[-12.3, 46.6, 0.0]","[-409.14999999999907, -1752.2599999999902, 0.0]",,
1277,NoRally,"[-12.4, 46.6, 0.0]","[-411.96999999999906, -1764.65999999999, 0.0]",,
1278,NoRally,"[-12.5, 46.6, 0.0]","[-414.78999999999905, -1777.05999999999, 0.0]",,
1279,NoRally,"[-12.5, 46.6, 0.0]","[-417.60999999999905, -1789.4599999999898, 0.0]",,
1280,NoRally,"[-12.6, 46.6, 0.0]","[-22.58, -55.26, 0.0]",,
1281,NoRally,"[-12.7, 46.6, 0.0]","[-22.47, -55.26, 0.0]",,
1282,NoRally,"[-12.7, 46.6, 0.0]","[-22.36, -55.26, 0.0]",,
1283,NoRally,"[-12.8, 46.6, 0.0]","[-22.79, -59.02, 0.0]",,
1284,NoRally,"[-12.8, 46.6, 0.0]","[-22.67, -59.02, 0.0]",,
1285,NoRally,"[-12.9, 46.6, 0.0]","[-21.8, -55.26, 0.0]",,
1286,NoRally,"[-12.9, 46.6, 0.0]","[-22.33, -59.02, 0.0]",,
1287,NoRally,"[-13.0, 46.6, 0.0]","[-21.67, -57.11, 0.0]",,
1288,NoRally,"[-13.0, 46.6, 0.0]","[-21.14, -55.26, 0.0]",,
1289,NoRally,"[-13.0, 46.6, 0.0]","[-21.14, -55.26, 0.0]",,
1290,NoRally,"[-13.0, 46.6, 0.0]","[-21.44, -57.12, 0.0]",,
1291,NoRally,"[-13.0, 46.6, 0.0]","[-21.14, -55.26, 0.0]",,
1292,NoRally,"[-13.0, 46.6, 0.0]","[-20.69, -55.26, 0.0]",,
1293,NoRally,"[-13.0, 46.6, 0.0]","[-20.8, -55.26, 0.0]",,
1294,NoRally,"[-13.0, 46.6, 0.0]","[-20.58, -55.26, 0.0]",,
1295,NoRally,"[-13.0, 46.6, 0.0]","[-20.58, -55.26, 0.0]",,
1296,NoRally,"[-13.0, 46.6, 0.0]","[-20.36, -55.26, 0.0]",,
1297,NoRally,"[-13.0, 46.6, 0.0]","[-20.36, -55.26, 0.0]",,
1298,NoRally,"[-13.1, 46.6, 0.0]","[-20.25, -55.26, 0.0]",,
1299,NoRally,"[-13.1, 46.6, 0.0]","[-20.02, -55.27, 0.0]",,
1300,NoRally,"[-13.1, 46.6, 0.0]","[-19.91, -55.27, 0.0]",,
1301,NoRally,"[-13.2, 46.6, 0.0]","[-19.42, -53.47, 0.0]",,
1302,NoRally,"[-13.2, 46.6, 0.0]","[-19.69, -55.27, 0.0]",,
1303,NoRally,"[-13.2, 46.6, 0.0]","[-19.31, -53.47, 0.0]",,
1304,NoRally,"[-13.2, 46.6, 0.0]","[-19.47, -55.27, 0.0]",,
1305,NoRally,"[-13.2, 46.6, 0.0]","[-19.42, -53.47, 0.0]",,
1306,NoRally,"[-13.3, 46.6, 0.0]","[-19.31, -53.47, 0.0]",,
1307,NoRally,"[-13.2, 46.6, 0.0]","[-18.76, -53.47, 0.0]",,
1308,NoRally,"[-13.2, 46.6, 0.0]","[-18.43, -53.47, 0.0]",,
1309,NoRally,"[-13.2, 46.6, 0.0]","[-18.21, -53.47, 0.0]",,
1310,NoRally,"[-13.2, 46.6, 0.0]","[-18.1, -53.47, 0.0]",,
1311,NoRally,"[-13.1, 46.6, 0.0]","[-18.1, -53.47, 0.0]",,
1312,NoRally,"[-12.9, 46.6, 0.0]","[-18.1, -53.47, 0.0]",,
1313,NoRally,"[-12.7, 46.6, 0.0]","[-18.25, -55.27, 0.0]",,
1314,NoRally,"[-12.6, 46.6, 0.0]","[-18.36, -55.27, 0.0]",,
1315,NoRally,"[-12.4, 46.6, 0.0]","[-18.25, -55.27, 0.0]",,
1316,NoRally,"[-12.2, 46.6, 0.0]","[-18.14, -55.27, 0.0]",,
1317,NoRally,"[-12.1, 46.6, 0.0]","[-17.67, -53.47, 0.0]",,
1318,NoRally,"[-11.9, 46.6, 0.0]","[-17.8, -55.27, 0.0]",,
1319,NoRally,"[-11.7, 46.6, 0.0]","[-17.47, -55.27, 0.0]",,
1320,NoRally,"[-11.6, 46.6, 0.0]","[-17.36, -55.27, 0.0]",,
1321,NoRally,"[-11.5, 46.6, 0.0]","[-16.9, -53.48, 0.0]",,
1322,NoRally,"[-11.4, 46.6, 0.0]","[-16.9, -53.48, 0.0]",,
1323,NoRally,"[-11.3, 46.6, 0.0]","[-16.56, -51.73, 0.0]",,
1324,NoRally,"[-11.2, 46.6, 0.0]","[-16.57, -53.48, 0.0]",,
1325,NoRally,"[-11.1, 46.6, 0.0]","[-16.46, -53.48, 0.0]",,
1326,NoRally,"[-11.1, 46.6, 0.0]","[-16.46, -53.48, 0.0]",,
1327,NoRally,"[-11.0, 46.6, 0.0]","[-16.13, -51.73, 0.0]",,
1328,NoRally,"[-10.9, 46.6, 0.0]","[-16.24, -51.73, 0.0]",,
1329,NoRally,"[-10.8, 46.6, 0.0]","[-16.13, -51.73, 0.0]",,
1330,NoRally,"[-10.6, 46.6, 0.0]","[-16.02, -51.73, 0.0]",,
1331,NoRally,"[-10.5, 46.6, 0.0]","[-15.91, -51.73, 0.0]",,
1332,NoRally,"[-10.3, 46.6, 0.0]","[-15.7, -51.73, 0.0]",,
1333,NoRally,"[-10.2, 46.6, 0.0]","[-15.59, -51.73, 0.0]",,
1334,NoRally,"[-10.1, 46.5, 0.0]","[-15.48, -51.73, 0.0]",,
1335,,"[-10.0, 46.5, 0.0]","[-14.94, -51.73, 0.0]",,
1336,,"[-9.9, 46.5, 0.0]","[-15.27, -51.73, 0.0]",,
1337,,"[-9.8, 46.5, 0.0]","[-15.05, -51.73, 0.0]",,
1338,,"[-9.7, 46.5, 0.0]","[-14.73, -51.73, 0.0]",,
1339,,"[-9.6, 46.5, 0.0]","[-14.19, -51.74, 0.0]",,
